,Step,Time,Unsubtracted HeatFlow,Baseline HeatFlow,Program Temperature,Sample Temperature,Approx. GasFlow
0,1,0.0,16.854884,0.0,110.0,94.633,0.0
1,1,0.016667,-36.951067,0.0,110.0,97.96,0.0
2,1,0.033333,-84.729194,0.0,110.0,100.804,0.0
3,1,0.05,-111.938174,0.0,110.0,102.903,0.0
4,1,0.066667,-143.785539,0.0,110.0,104.362,0.0
5,1,0.083333,-179.030044,0.0,110.0,105.355,0.0
6,1,0.1,-211.41072,0.0,110.0,106.029,0.0
7,1,0.116667,-238.439766,0.0,110.0,106.49,0.0
8,1,0.133333,-260.499233,0.0,110.0,106.809,0.0
9,1,0.15,-278.507428,0.0,110.0,107.031,0.0
10,1,0.166667,-293.154115,0.0,110.0,107.19,0.0
11,1,0.183333,-304.87255,0.0,110.0,107.304,0.0
12,1,0.2,-313.969269,0.0,110.0,107.388,0.0
13,1,0.216667,-320.836467,0.0,110.0,107.447,0.0
14,1,0.233333,-325.9074,0.0,110.0,107.493,0.0
15,1,0.25,-329.60671,0.0,110.0,107.525,0.0
16,1,0.266667,-332.287893,0.0,110.0,107.548,0.0
17,1,0.283333,-334.235184,0.0,110.0,107.566,0.0
18,1,0.3,-335.647513,0.0,110.0,107.581,0.0
19,1,0.316667,-336.673781,0.0,110.0,107.591,0.0
20,1,0.333333,-337.421006,0.0,110.0,107.599,0.0
21,1,0.35,-337.968829,0.0,110.0,107.604,0.0
22,1,0.366667,-338.367632,0.0,110.0,107.608,0.0
23,1,0.383333,-338.655407,0.0,110.0,107.612,0.0
24,1,0.4,-338.866844,0.0,110.0,107.614,0.0
25,1,0.416667,-339.021999,0.0,110.0,107.617,0.0
26,1,0.433333,-339.131729,0.0,110.0,107.618,0.0
27,1,0.45,-339.214321,0.0,110.0,107.619,0.0
28,1,0.466667,-339.278035,0.0,110.0,107.62,0.0
29,1,0.483333,-339.323697,0.0,110.0,107.621,0.0
30,1,0.5,-339.354138,0.0,110.0,107.621,0.0
31,1,0.516667,-339.379152,0.0,110.0,107.623,0.0
32,1,0.533333,-339.396496,0.0,110.0,107.623,0.0
33,1,0.55,-339.408531,0.0,110.0,107.623,0.0
34,1,0.566667,-339.412779,0.0,110.0,107.624,0.0
35,1,0.583333,-339.421628,0.0,110.0,107.624,0.0
36,1,0.6,-339.424224,0.0,110.0,107.625,0.0
37,1,0.616667,-339.426584,0.0,110.0,107.626,0.0
38,1,0.633333,-339.426466,0.0,110.0,107.627,0.0
39,1,0.65,-339.428707,0.0,110.0,107.627,0.0
40,1,0.666667,-339.42682,0.0,110.0,107.627,0.0
41,1,0.683333,-339.425522,0.0,110.0,107.627,0.0
42,1,0.7,-339.425522,0.0,110.0,107.627,0.0
43,1,0.716667,-339.425994,0.0,110.0,107.627,0.0
44,1,0.733333,-339.424932,0.0,110.0,107.626,0.0
45,1,0.75,-339.426938,0.0,110.0,107.626,0.0
46,1,0.766667,-339.424814,0.0,110.0,107.628,0.0
47,1,0.783333,-339.419622,0.0,110.0,107.628,0.0
48,1,0.8,-339.419032,0.0,110.0,107.628,0.0
49,1,0.816667,-339.416791,0.0,110.0,107.628,0.0
50,1,0.833333,-339.417734,0.0,110.0,107.629,0.0
51,1,0.85,-339.416437,0.0,110.0,107.63,0.0
52,1,0.866667,-339.413251,0.0,110.0,107.63,0.0
53,1,0.883333,-339.411599,0.0,110.0,107.629,0.0
54,1,0.9,-339.408885,0.0,110.0,107.629,0.0
55,1,0.916667,-339.413251,0.0,110.0,107.629,0.0
56,1,0.933333,-339.414077,0.0,110.0,107.629,0.0
57,1,0.95,-339.411127,0.0,110.0,107.629,0.0
58,1,0.966667,-339.410065,0.0,110.0,107.63,0.0
59,1,0.983333,-339.406525,0.0,110.0,107.629,0.0
60,1,1.0,-339.403104,0.0,110.0,107.63,0.0
61,1,1.016667,-339.403694,0.0,110.0,107.63,0.0
62,1,1.033333,-339.404284,0.0,110.0,107.633,0.0
63,1,1.05,-339.405464,0.0,110.0,107.633,0.0
64,1,1.066667,-339.40157,0.0,110.0,107.632,0.0
65,1,1.083333,-339.398384,0.0,110.0,107.633,0.0
66,1,1.1,-339.398738,0.0,110.0,107.634,0.0
67,1,1.116667,-339.398738,0.0,110.0,107.632,0.0
68,1,1.133333,-339.397204,0.0,110.0,107.633,0.0
69,1,1.15,-339.394845,0.0,110.0,107.632,0.0
70,1,1.166667,-339.39567,0.0,110.0,107.632,0.0
71,1,1.183333,-339.39567,0.0,110.0,107.634,0.0
72,1,1.2,-339.394255,0.0,110.0,107.634,0.0
73,1,1.216667,-339.394255,0.0,110.0,107.635,0.0
74,1,1.233333,-339.393075,0.0,110.0,107.635,0.0
75,1,1.25,-339.389417,0.0,110.0,107.635,0.0
76,1,1.266667,-339.390833,0.0,110.0,107.636,0.0
77,1,1.283333,-339.392131,0.0,110.0,107.636,0.0
78,1,1.3,-339.390479,0.0,110.0,107.636,0.0
79,1,1.316667,-339.388119,0.0,110.0,107.636,0.0
80,1,1.333333,-339.385287,0.0,110.0,107.636,0.0
81,1,1.35,-339.388237,0.0,110.0,107.636,0.0
82,1,1.366667,-339.389771,0.0,110.0,107.637,0.0
83,1,1.383333,-339.387647,0.0,110.0,107.637,0.0
84,1,1.4,-339.385169,0.0,110.0,107.637,0.0
85,1,1.416667,-339.384226,0.0,110.0,107.637,0.0
86,1,1.433333,-339.383518,0.0,110.0,107.637,0.0
87,1,1.45,-339.38045,0.0,110.0,107.638,0.0
88,1,1.466667,-339.37986,0.0,110.0,107.637,0.0
89,1,1.483333,-339.382692,0.0,110.0,107.637,0.0
90,1,1.5,-339.384815,0.0,110.0,107.637,0.0
91,1,1.516667,-339.383636,0.0,110.0,107.637,0.0
92,1,1.533333,-339.383046,0.0,110.0,107.638,0.0
93,1,1.55,-339.38104,0.0,110.0,107.638,0.0
94,1,1.566667,-339.376792,0.0,110.0,107.639,0.0
95,1,1.583333,-339.375848,0.0,110.0,107.638,0.0
96,1,1.6,-339.379388,0.0,110.0,107.638,0.0
97,1,1.616667,-339.379624,0.0,110.0,107.639,0.0
98,1,1.633333,-339.378798,0.0,110.0,107.64,0.0
99,1,1.65,-339.375848,0.0,110.0,107.639,0.0
100,1,1.666667,-339.376792,0.0,110.0,107.639,0.0
101,1,1.683333,-339.377028,0.0,110.0,107.638,0.0
102,1,1.7,-339.375848,0.0,110.0,107.639,0.0
103,1,1.716667,-339.37573,0.0,110.0,107.639,0.0
104,1,1.733333,-339.375376,0.0,110.0,107.639,0.0
105,1,1.75,-339.374196,0.0,110.0,107.639,0.0
106,1,1.766667,-339.374432,0.0,110.0,107.638,0.0
107,1,1.783333,-339.37396,0.0,110.0,107.638,0.0
108,1,1.8,-339.371483,0.0,110.0,107.639,0.0
109,1,1.816667,-339.370657,0.0,110.0,107.638,0.0
110,1,1.833333,-339.373253,0.0,110.0,107.639,0.0
111,1,1.85,-339.374668,0.0,110.0,107.638,0.0
112,1,1.866667,-339.374668,0.0,110.0,107.639,0.0
113,1,1.883333,-339.375494,0.0,110.0,107.639,0.0
114,1,1.9,-339.374078,0.0,110.0,107.639,0.0
115,1,1.916667,-339.372309,0.0,110.0,107.639,0.0
116,1,1.933333,-339.371247,0.0,110.0,107.64,0.0
117,1,1.95,-339.370657,0.0,110.0,107.64,0.0
118,1,1.966667,-339.370303,0.0,110.0,107.641,0.0
119,1,1.983333,-339.368533,0.0,110.0,107.64,0.0
120,2,2.0,-339.424578,0.0,109.995,107.639,0.0
121,2,2.016667,-339.191431,0.0,109.829,107.639,0.0
122,2,2.033333,-339.450771,0.234208,109.662,107.623,0.0
123,2,2.05,-339.909631,-0.009439,109.495,107.578,0.0
124,2,2.066667,-340.34265,-0.295445,109.329,107.504,0.0
125,2,2.083333,-340.947698,-0.194918,109.162,107.401,0.0
126,2,2.1,-341.710969,0.102179,108.995,107.283,0.0
127,2,2.116667,-342.529459,0.426058,108.829,107.148,0.0
128,2,2.133333,-343.290843,0.694247,108.662,107.004,0.0
129,2,2.15,-343.950873,0.886098,108.495,106.853,0.0
130,2,2.166667,-344.489257,1.025561,108.329,106.696,0.0
131,2,2.183333,-344.919445,1.124672,108.162,106.537,0.0
132,2,2.2,-345.246039,1.190037,107.995,106.374,0.0
133,2,2.216667,-345.485439,1.240419,107.829,106.211,0.0
134,2,2.233333,-345.664074,1.285491,107.662,106.046,0.0
135,2,2.25,-345.797992,1.322185,107.495,105.881,0.0
136,2,2.266667,-345.88554,1.356166,107.329,105.714,0.0
137,2,2.283333,-345.947366,1.386961,107.162,105.546,0.0
138,2,2.3,-345.985122,1.417166,106.995,105.38,0.0
139,2,2.316667,-346.007894,1.447372,106.829,105.212,0.0
140,2,2.333333,-346.01344,1.482178,106.662,105.044,0.0
141,2,2.35,-346.014266,1.510496,106.495,104.875,0.0
142,2,2.366667,-346.001759,1.534683,106.329,104.707,0.0
143,2,2.383333,-345.993499,1.564889,106.162,104.54,0.0
144,2,2.4,-345.975093,1.591672,105.995,104.371,0.0
145,2,2.416667,-345.951259,1.619046,105.829,104.203,0.0
146,2,2.433333,-345.930257,1.649369,105.662,104.036,0.0
147,2,2.45,-345.907132,1.679574,105.495,103.868,0.0
148,2,2.466667,-345.880938,1.706357,105.329,103.701,0.0
149,2,2.483333,-345.852621,1.733495,105.162,103.533,0.0
150,2,2.5,-345.827961,1.763582,104.995,103.364,0.0
151,2,2.516667,-345.797992,1.78895,104.829,103.196,0.0
152,2,2.533333,-345.7705,1.817149,104.662,103.029,0.0
153,2,2.55,-345.745958,1.843815,104.495,102.86,0.0
154,2,2.566667,-345.717169,1.871778,104.329,102.692,0.0
155,2,2.583333,-345.683188,1.902455,104.162,102.523,0.0
156,2,2.6,-345.656877,1.9362,103.995,102.355,0.0
157,2,2.616667,-345.625846,1.96322,103.829,102.188,0.0
158,2,2.633333,-345.594579,1.984812,103.662,102.019,0.0
159,2,2.65,-345.570509,2.013247,103.495,101.852,0.0
160,2,2.666667,-345.545613,2.041918,103.329,101.684,0.0
161,2,2.683333,-345.51352,2.075427,103.162,101.514,0.0
162,2,2.7,-345.48768,2.102683,102.995,101.346,0.0
163,2,2.716667,-345.463257,2.130646,102.829,101.178,0.0
164,2,2.733333,-345.432698,2.156014,102.662,101.01,0.0
165,2,2.75,-345.398363,2.184921,102.495,100.842,0.0
166,2,2.766667,-345.371107,2.21725,102.329,100.673,0.0
167,2,2.783333,-345.344324,2.241556,102.162,100.505,0.0
168,2,2.8,-345.315888,2.269991,101.995,100.337,0.0
169,2,2.816667,-345.285919,2.298544,101.829,100.168,0.0
170,2,2.833333,-345.256068,2.32521,101.662,100.0,0.0
171,2,2.85,-345.231054,2.355297,101.495,99.831,0.0
172,2,2.866667,-345.202029,2.383851,101.329,99.663,0.0
173,2,2.883333,-345.181145,2.412994,101.162,99.495,0.0
174,2,2.9,-345.145748,2.440603,100.995,99.327,0.0
175,2,2.916667,-345.114481,2.469747,100.829,99.157,0.0
176,2,2.933333,-345.090647,2.50007,100.662,98.989,0.0
177,2,2.95,-345.056549,2.526853,100.495,98.821,0.0
178,2,2.966667,-345.027405,2.555525,100.329,98.653,0.0
179,2,2.983333,-345.000858,2.583016,100.162,98.484,0.0
180,2,3.0,-344.971714,2.609328,99.995,98.316,0.0
181,2,3.016667,-344.942217,2.637881,99.829,98.148,0.0
182,2,3.033333,-344.913664,2.66785,99.662,97.98,0.0
183,2,3.05,-344.888178,2.694752,99.495,97.813,0.0
184,2,3.066667,-344.855377,2.716934,99.329,97.644,0.0
185,2,3.083333,-344.823756,2.745605,99.162,97.476,0.0
186,2,3.1,-344.794613,2.773568,98.995,97.308,0.0
187,2,3.116667,-344.768537,2.803184,98.829,97.14,0.0
188,2,3.133333,-344.743642,2.834451,98.662,96.971,0.0
189,2,3.15,-344.717684,2.862414,98.495,96.804,0.0
190,2,3.166667,-344.686653,2.88613,98.329,96.636,0.0
191,2,3.183333,-344.657864,2.919521,98.162,96.468,0.0
192,2,3.2,-344.63403,2.947012,97.995,96.299,0.0
193,2,3.216667,-344.607128,2.974032,97.829,96.13,0.0
194,2,3.233333,-344.575979,3.003529,97.662,95.962,0.0
195,2,3.25,-344.547662,3.027481,97.495,95.794,0.0
196,2,3.266667,-344.519698,3.05863,97.329,95.626,0.0
197,2,3.283333,-344.489139,3.088245,97.162,95.457,0.0
198,2,3.3,-344.465187,3.11786,96.995,95.29,0.0
199,2,3.316667,-344.436516,3.141104,96.829,95.121,0.0
200,2,3.333333,-344.407609,3.16895,96.662,94.953,0.0
201,2,3.35,-344.374808,3.200453,96.495,94.785,0.0
202,2,3.366667,-344.346726,3.224168,96.329,94.616,0.0
203,2,3.383333,-344.316521,3.252958,96.162,94.448,0.0
204,2,3.4,-344.287732,3.280685,95.995,94.279,0.0
205,2,3.416667,-344.263308,3.311244,95.829,94.112,0.0
206,2,3.433333,-344.234519,3.335668,95.662,93.944,0.0
207,2,3.45,-344.204786,3.370239,95.495,93.775,0.0
208,2,3.466667,-344.17694,3.393365,95.329,93.607,0.0
209,2,3.483333,-344.149803,3.418496,95.162,93.438,0.0
210,2,3.5,-344.119952,3.446932,94.995,93.27,0.0
211,2,3.516667,-344.09777,3.473597,94.829,93.101,0.0
212,2,3.533333,-344.068272,3.500499,94.662,92.932,0.0
213,2,3.55,-344.036179,3.52858,94.495,92.764,0.0
214,2,3.566667,-344.011402,3.561735,94.329,92.596,0.0
215,2,3.583333,-343.98981,3.587693,94.162,92.428,0.0
216,2,3.6,-343.958661,3.613768,93.995,92.259,0.0
217,2,3.616667,-343.931995,3.642322,93.829,92.09,0.0
218,2,3.633333,-343.910639,3.669931,93.662,91.921,0.0
219,2,3.65,-343.878192,3.699428,93.495,91.753,0.0
220,2,3.666667,-343.851055,3.727274,93.329,91.585,0.0
221,2,3.683333,-343.827693,3.753467,93.162,91.417,0.0
222,2,3.7,-343.794538,3.780133,92.995,91.248,0.0
223,2,3.716667,-343.766456,3.80668,92.829,91.08,0.0
224,2,3.733333,-343.745218,3.834644,92.662,90.912,0.0
225,2,3.75,-343.713833,3.860247,92.495,90.743,0.0
226,2,3.766667,-343.684454,3.890924,92.329,90.575,0.0
227,2,3.783333,-343.655429,3.918534,92.162,90.406,0.0
228,2,3.8,-343.626639,3.943076,91.995,90.238,0.0
229,2,3.816667,-343.598322,3.968561,91.829,90.069,0.0
230,2,3.833333,-343.571303,4.002306,91.662,89.901,0.0
231,2,3.85,-343.549711,4.022364,91.495,89.732,0.0
232,2,3.866667,-343.525995,4.05139,91.329,89.563,0.0
233,2,3.883333,-343.499329,4.080061,91.162,89.393,0.0
234,2,3.9,-343.469596,4.107906,90.995,89.223,0.0
235,2,3.916667,-343.446706,4.139763,90.829,89.054,0.0
236,2,3.933333,-343.415793,4.167609,90.662,88.884,0.0
237,2,3.95,-343.395145,4.196398,90.495,88.716,0.0
238,2,3.966667,-343.364232,4.22271,90.329,88.549,0.0
239,2,3.983333,-343.344528,4.2456,90.162,88.379,0.0
240,2,4.0,-343.312081,4.277457,89.995,88.211,0.0
241,2,4.016667,-343.287775,4.304358,89.829,88.044,0.0
242,2,4.033333,-343.255918,4.329962,89.662,87.875,0.0
243,2,4.05,-343.23291,4.353206,89.495,87.707,0.0
244,2,4.066667,-343.205065,4.384709,89.329,87.538,0.0
245,2,4.083333,-343.182293,4.408542,89.162,87.37,0.0
246,2,4.1,-343.154329,4.434972,88.995,87.201,0.0
247,2,4.116667,-343.123062,4.461873,88.829,87.032,0.0
248,2,4.133333,-343.092739,4.490663,88.662,86.864,0.0
249,2,4.15,-343.06336,4.518744,88.495,86.695,0.0
250,2,4.166667,-343.034806,4.541044,88.329,86.527,0.0
251,2,4.183333,-343.004837,4.567592,88.162,86.359,0.0
252,2,4.2,-342.987139,4.598387,87.995,86.191,0.0
253,2,4.216667,-342.954692,4.62694,87.829,86.022,0.0
254,2,4.233333,-342.927554,4.64806,87.662,85.854,0.0
255,2,4.25,-342.902423,4.672484,87.495,85.686,0.0
256,2,4.266667,-342.874223,4.698087,87.329,85.518,0.0
257,2,4.283333,-342.848738,4.726523,87.162,85.349,0.0
258,2,4.3,-342.823606,4.752008,86.995,85.181,0.0
259,2,4.316667,-342.799654,4.779028,86.829,85.012,0.0
260,2,4.333333,-342.775584,4.806401,86.662,84.844,0.0
261,2,4.35,-342.744081,4.834129,86.495,84.675,0.0
262,2,4.366667,-342.718124,4.855131,86.329,84.507,0.0
263,2,4.383333,-342.69488,4.879673,86.162,84.339,0.0
264,2,4.4,-342.670692,4.906574,85.995,84.171,0.0
265,2,4.416667,-342.645561,4.933594,85.829,84.002,0.0
266,2,4.433333,-342.621255,4.960141,85.662,83.834,0.0
267,2,4.45,-342.592465,4.985627,85.495,83.664,0.0
268,2,4.466667,-342.571109,5.013708,85.329,83.495,0.0
269,2,4.483333,-342.54763,5.043323,85.162,83.328,0.0
270,2,4.5,-342.52061,5.067039,84.995,83.159,0.0
271,2,4.516667,-342.494653,5.094295,84.829,82.99,0.0
272,2,4.533333,-342.470583,5.121314,84.662,82.822,0.0
273,2,4.55,-342.443917,5.144204,84.495,82.652,0.0
274,2,4.566667,-342.415364,5.173347,84.329,82.484,0.0
275,2,4.583333,-342.392946,5.202373,84.162,82.316,0.0
276,2,4.6,-342.367932,5.224673,83.995,82.147,0.0
277,2,4.616667,-342.340323,5.25299,83.829,81.979,0.0
278,2,4.633333,-342.315663,5.278004,83.662,81.811,0.0
279,2,4.65,-342.292301,5.303961,83.495,81.642,0.0
280,2,4.666667,-342.268704,5.330981,83.329,81.475,0.0
281,2,4.683333,-342.240622,5.360242,83.162,81.304,0.0
282,2,4.7,-342.211125,5.382306,82.995,81.135,0.0
283,2,4.716667,-342.185639,5.412275,82.829,80.967,0.0
284,2,4.733333,-342.163811,5.440828,82.662,80.798,0.0
285,2,4.75,-342.137264,5.466078,82.495,80.63,0.0
286,2,4.766667,-342.10989,5.493334,82.329,80.462,0.0
287,2,4.783333,-342.082635,5.519055,82.162,80.293,0.0
288,2,4.8,-342.059627,5.543715,81.995,80.124,0.0
289,2,4.816667,-342.034377,5.565661,81.829,79.956,0.0
290,2,4.833333,-342.012667,5.593978,81.662,79.787,0.0
291,2,4.85,-341.987182,5.623122,81.495,79.619,0.0
292,2,4.866667,-341.959926,5.649787,81.329,79.451,0.0
293,2,4.883333,-341.936682,5.674211,81.162,79.282,0.0
294,2,4.9,-341.911433,5.698753,80.995,79.113,0.0
295,2,4.916667,-341.885121,5.724946,80.829,78.945,0.0
296,2,4.933333,-341.863411,5.753971,80.662,78.777,0.0
297,2,4.95,-341.840521,5.780519,80.495,78.608,0.0
298,2,4.966667,-341.814682,5.802583,80.329,78.439,0.0
299,2,4.983333,-341.787898,5.830664,80.162,78.271,0.0
300,2,5.0,-341.76371,5.859454,79.995,78.103,0.0
301,2,5.016667,-341.737871,5.886709,79.829,77.934,0.0
302,2,5.033333,-341.712975,5.910897,79.662,77.766,0.0
303,2,5.05,-341.689023,5.936146,79.495,77.597,0.0
304,2,5.066667,-341.66342,5.964582,79.329,77.429,0.0
305,2,5.083333,-341.635574,5.990421,79.162,77.261,0.0
306,2,5.1,-341.611269,6.014845,78.995,77.091,0.0
307,2,5.116667,-341.588733,6.039741,78.829,76.923,0.0
308,2,5.133333,-341.563955,6.06853,78.662,76.754,0.0
309,2,5.15,-341.546021,6.095432,78.495,76.586,0.0
310,2,5.166667,-341.518175,6.118086,78.329,76.417,0.0
311,2,5.183333,-341.49092,6.143925,78.162,76.249,0.0
312,2,5.2,-341.469328,6.174248,77.995,76.081,0.0
313,2,5.216667,-341.447264,6.20115,77.829,75.912,0.0
314,2,5.233333,-341.421188,6.221562,77.662,75.743,0.0
315,2,5.25,-341.396175,6.245396,77.495,75.574,0.0
316,2,5.266667,-341.376234,6.273713,77.329,75.406,0.0
317,2,5.283333,-341.353699,6.300261,77.162,75.238,0.0
318,2,5.3,-341.331517,6.32492,76.995,75.069,0.0
319,2,5.316667,-341.307093,6.35371,76.829,74.902,0.0
320,2,5.333333,-341.287507,6.378841,76.662,74.732,0.0
321,2,5.35,-341.264145,6.407749,76.495,74.564,0.0
322,2,5.366667,-341.244441,6.435476,76.329,74.395,0.0
323,2,5.383333,-341.223321,6.460018,76.162,74.227,0.0
324,2,5.4,-341.196419,6.483616,75.995,74.057,0.0
325,2,5.416667,-341.170934,6.509219,75.829,73.888,0.0
326,2,5.433333,-341.150757,6.534351,75.662,73.719,0.0
327,2,5.45,-341.130345,6.561252,75.495,73.551,0.0
328,2,5.466667,-341.108871,6.58721,75.329,73.381,0.0
329,2,5.483333,-341.085509,6.615055,75.162,73.213,0.0
330,2,5.5,-341.064625,6.638653,74.995,73.044,0.0
331,2,5.516667,-341.041618,6.662841,74.829,72.875,0.0
332,2,5.533333,-341.0192,6.689742,74.662,72.707,0.0
333,2,5.55,-340.99808,6.714756,74.495,72.538,0.0
334,2,5.566667,-340.975544,6.740714,74.329,72.369,0.0
335,2,5.583333,-340.956783,6.768559,74.162,72.2,0.0
336,2,5.6,-340.938967,6.794045,73.995,72.032,0.0
337,2,5.616667,-340.919971,6.819058,73.829,71.864,0.0
338,2,5.633333,-340.898733,6.847376,73.662,71.695,0.0
339,2,5.65,-340.883984,6.874395,73.495,71.526,0.0
340,2,5.666667,-340.86369,6.895397,73.329,71.357,0.0
341,2,5.683333,-340.844222,6.920647,73.162,71.189,0.0
342,2,5.7,-340.827349,6.946487,72.995,71.02,0.0
343,2,5.716667,-340.810477,6.972444,72.829,70.851,0.0
344,2,5.733333,-340.795492,6.999346,72.662,70.681,0.0
345,2,5.75,-340.779446,7.026365,72.495,70.513,0.0
346,2,5.766667,-340.761276,7.049491,72.329,70.343,0.0
347,2,5.783333,-340.742633,7.075921,72.162,70.173,0.0
348,2,5.8,-340.730244,7.102232,71.995,70.005,0.0
349,2,5.816667,-340.715732,7.128544,71.829,69.835,0.0
350,2,5.833333,-340.700983,7.153203,71.662,69.667,0.0
351,2,5.85,-340.683993,7.180341,71.495,69.498,0.0
352,2,5.866667,-340.672076,7.202405,71.329,69.33,0.0
353,2,5.883333,-340.662165,7.227418,71.162,69.161,0.0
354,2,5.9,-340.646472,7.255264,70.995,68.992,0.0
355,2,5.916667,-340.637977,7.283109,70.829,68.824,0.0
356,2,5.933333,-340.626532,7.304347,70.662,68.656,0.0
357,2,5.95,-340.616031,7.332547,70.495,68.487,0.0
358,2,5.966667,-340.610132,7.359566,70.329,68.318,0.0
359,2,5.983333,-340.606356,7.38576,70.162,68.15,0.0
360,2,6.0,-340.598097,7.40629,69.995,67.982,0.0
361,2,6.016667,-340.594911,7.431186,69.829,67.813,0.0
362,2,6.033333,-340.589012,7.455491,69.662,67.645,0.0
363,2,6.05,-340.586298,7.482747,69.495,67.477,0.0
364,2,6.066667,-340.587124,7.509176,69.329,67.308,0.0
365,2,6.083333,-340.589012,7.533246,69.162,67.14,0.0
366,2,6.1,-340.590191,7.559558,68.995,66.972,0.0
367,2,6.116667,-340.595265,7.586459,68.829,66.803,0.0
368,2,6.133333,-340.602108,7.611827,68.662,66.635,0.0
369,2,6.15,-340.609188,7.635071,68.495,66.466,0.0
370,2,6.166667,-340.622167,7.661972,68.329,66.298,0.0
371,2,6.183333,-340.636915,7.687222,68.162,66.129,0.0
372,2,6.2,-340.650602,7.714359,67.995,65.96,0.0
373,2,6.216667,-340.665822,7.741143,67.829,65.79,0.0
374,2,6.233333,-340.683285,7.763797,67.662,65.622,0.0
375,2,6.25,-340.697915,7.787984,67.495,65.454,0.0
376,2,6.266667,-340.720097,7.81288,67.329,65.285,0.0
377,2,6.283333,-340.743459,7.839664,67.162,65.116,0.0
378,2,6.3,-340.770951,7.865975,66.995,64.948,0.0
379,2,6.316667,-340.798442,7.888629,66.829,64.779,0.0
380,2,6.333333,-340.828057,7.912581,66.662,64.61,0.0
381,2,6.35,-340.857791,7.93901,66.495,64.441,0.0
382,2,6.366667,-340.887878,7.963552,66.329,64.273,0.0
383,2,6.383333,-340.923747,7.988212,66.162,64.104,0.0
384,2,6.4,-340.961975,8.011102,65.995,63.935,0.0
385,2,6.416667,-340.999849,8.037177,65.829,63.767,0.0
386,2,6.433333,-341.041146,8.066321,65.662,63.597,0.0
387,2,6.45,-341.08256,8.090862,65.495,63.429,0.0
388,2,6.466667,-341.130345,8.114814,65.329,63.26,0.0
389,2,6.483333,-341.174945,8.14207,65.162,63.093,0.0
390,2,6.5,-341.224973,8.166965,64.995,62.924,0.0
391,2,6.516667,-341.27028,8.188321,64.829,62.755,0.0
392,2,6.533333,-341.321252,8.211565,64.662,62.587,0.0
393,2,6.55,-341.374111,8.238585,64.495,62.419,0.0
394,2,6.566667,-341.433577,8.261002,64.329,62.25,0.0
395,2,6.583333,-341.490684,8.288494,64.162,62.08,0.0
396,2,6.6,-341.548027,8.31398,63.995,61.911,0.0
397,2,6.616667,-341.610089,8.337813,63.829,61.743,0.0
398,2,6.633333,-341.66637,8.364597,63.662,61.574,0.0
399,2,6.65,-341.726898,8.391262,63.495,61.406,0.0
400,2,6.666667,-341.79191,8.414152,63.329,61.238,0.0
401,2,6.683333,-341.85704,8.439874,63.162,61.07,0.0
402,2,6.7,-341.921934,8.466185,62.995,60.902,0.0
403,2,6.716667,-341.98435,8.491081,62.829,60.734,0.0
404,2,6.733333,-342.049362,8.514089,62.662,60.566,0.0
405,2,6.75,-342.117206,8.539339,62.495,60.398,0.0
406,2,6.766667,-342.183869,8.563526,62.329,60.23,0.0
407,2,6.783333,-342.253483,8.588304,62.162,60.061,0.0
408,2,6.8,-342.321445,8.611902,61.995,59.892,0.0
409,2,6.816667,-342.391766,8.636562,61.829,59.723,0.0
410,2,6.833333,-342.458548,8.661457,61.662,59.554,0.0
411,2,6.85,-342.528043,8.687179,61.495,59.387,0.0
412,2,6.866667,-342.598247,8.711249,61.329,59.219,0.0
413,2,6.883333,-342.675766,8.73697,61.162,59.052,0.0
414,2,6.9,-342.752459,8.76045,60.995,58.884,0.0
415,2,6.916667,-342.832927,8.784638,60.829,58.716,0.0
416,2,6.933333,-342.915401,8.80741,60.662,58.548,0.0
417,2,6.95,-343.001887,8.832187,60.495,58.378,0.0
418,2,6.966667,-343.095689,8.858499,60.329,58.209,0.0
419,2,6.983333,-343.193738,8.883631,60.162,58.042,0.0
420,2,7.0,-343.2945,8.90947,59.995,57.874,0.0
421,2,7.016667,-343.400218,8.93354,59.829,57.706,0.0
422,2,7.033333,-343.513842,8.956312,59.662,57.538,0.0
423,2,7.05,-343.620268,8.979556,59.495,57.368,0.0
424,2,7.066667,-343.723154,9.006811,59.329,57.2,0.0
425,2,7.083333,-343.823563,9.032533,59.162,57.032,0.0
426,2,7.1,-343.916302,9.056839,58.995,56.863,0.0
427,2,7.116667,-343.988748,9.080672,58.829,56.694,0.0
428,2,7.133333,-344.0514,9.107456,58.662,56.525,0.0
429,2,7.15,-344.094466,9.131172,58.495,56.357,0.0
430,2,7.166667,-344.11594,9.155123,58.329,56.189,0.0
431,2,7.183333,-344.13175,9.181317,58.162,56.02,0.0
432,2,7.2,-344.137886,9.203499,57.995,55.852,0.0
433,2,7.216667,-344.129273,9.226507,57.829,55.685,0.0
434,2,7.233333,-344.111928,9.250577,57.662,55.515,0.0
435,2,7.25,-344.092106,9.274646,57.495,55.347,0.0
436,2,7.266667,-344.062137,9.296828,57.329,55.177,0.0
437,2,7.283333,-344.034645,9.324556,57.162,55.009,0.0
438,2,7.3,-344.002788,9.348035,56.995,54.84,0.0
439,2,7.316667,-343.968572,9.373757,56.829,54.67,0.0
440,2,7.333333,-343.935653,9.395821,56.662,54.502,0.0
441,2,7.35,-343.90238,9.422015,56.495,54.334,0.0
442,2,7.366667,-343.869579,9.445966,56.329,54.165,0.0
443,2,7.383333,-343.838312,9.472632,56.162,53.996,0.0
